label,print,Sample_origin,group,time,name,Lineage
C3s_KF572383.1,C3s_KF572383.1,LaJeunesse & Thornhill 2011,other,C3s_KF572383.1,,C3
C3s_KF572384.1,C3s_KF572384.1,LaJeunesse & Thornhill 2011,other,C3s_KF572384.1,,C3
C40_KF572357.1,C40_KF572357.1,LaJeunesse & Thornhill 2011,other,C40_KF572357.1,,C3
C40_KF572358.1,C40_KF572358.1,LaJeunesse & Thornhill 2011,other,C40_KF572358.1,,C3
C40_KF572359.1,C40_KF572359.1,LaJeunesse & Thornhill 2011,other,C40_KF572359.1,,C3
C40_KF572360.1,C40_KF572360.1,LaJeunesse & Thornhill 2011,other,C40_KF572360.1,,C3
C40_KF572361.1,C40_KF572361.1,LaJeunesse & Thornhill 2011,other,C40_KF572361.1,,C3
C40_KF572362.1,C40_KF572362.1,LaJeunesse & Thornhill 2011,other,C40_KF572362.1,,C3
C40_KF572364.1,C40_KF572364.1,LaJeunesse & Thornhill 2011,other,C40_KF572364.1,,C3
C40_KF572365.1,C40_KF572365.1,LaJeunesse & Thornhill 2011,other,C40_KF572365.1,,C3
C40_KF572366.1,C40_KF572366.1,LaJeunesse & Thornhill 2011,other,C40_KF572366.1,,C3
C40_KF572367.1,C40_KF572367.1,LaJeunesse & Thornhill 2011,other,C40_KF572367.1,,C3
C40_KF572368.1,C40_KF572368.1,LaJeunesse & Thornhill 2011,other,C40_KF572368.1,,C3
C40_KF572369.1,C40_KF572369.1,LaJeunesse & Thornhill 2011,other,C40_KF572369.1,,C3
C40_KF572370.1,C40_KF572370.1,LaJeunesse & Thornhill 2011,other,C40_KF572370.1,,C3
C7_KF572247.1,C7_KF572247.1,LaJeunesse & Thornhill 2011,other,C7_KF572247.1,,C7
C7_KF572248.1,C7_KF572248.1,LaJeunesse & Thornhill 2011,other,C7_KF572248.1,,C7
C7_KF572249.1,C7_KF572249.1,LaJeunesse & Thornhill 2011,other,C7_KF572249.1,,C7
C7_KF572250.1,C7_KF572250.1,LaJeunesse & Thornhill 2011,other,C7_KF572250.1,,C7
C7_KF572251.1,C7_KF572251.1,LaJeunesse & Thornhill 2011,other,C7_KF572251.1,,C7
C7_KF572252.1,C7_KF572252.1,LaJeunesse & Thornhill 2011,other,C7_KF572252.1,,C7
C7_KF572253.1,C7_KF572253.1,LaJeunesse & Thornhill 2011,other,C7_KF572253.1,,C7
C7_KF572254.1,C7_KF572254.1,LaJeunesse & Thornhill 2011,other,C7_KF572254.1,,C7
C7_KF572255.1,C7_KF572255.1,LaJeunesse & Thornhill 2011,other,C7_KF572255.1,,C7
C7_KF572256.1,C7_KF572256.1,LaJeunesse & Thornhill 2011,other,C7_KF572256.1,,C7
C7_KF572257.1,C7_KF572257.1,LaJeunesse & Thornhill 2011,other,C7_KF572257.1,,C7
C7_KF572258.1,C7_KF572258.1,LaJeunesse & Thornhill 2011,other,C7_KF572258.1,,C7
C7_KF572259.1,C7_KF572259.1,LaJeunesse & Thornhill 2011,other,C7_KF572259.1,,C7
C7_KF572260.1,C7_KF572260.1,LaJeunesse & Thornhill 2011,other,C7_KF572260.1,,C7
C7_KF572261.1,C7_KF572261.1,LaJeunesse & Thornhill 2011,other,C7_KF572261.1,,C7
C7_KF572262.1,C7_KF572262.1,LaJeunesse & Thornhill 2011,other,C7_KF572262.1,,C7
C7_KF572263.1,C7_KF572263.1,LaJeunesse & Thornhill 2011,other,C7_KF572263.1,,C7
C7_KF572264.1,C7_KF572264.1,LaJeunesse & Thornhill 2011,other,C7_KF572264.1,,C7
C7_KF572265.1,C7_KF572265.1,LaJeunesse & Thornhill 2011,other,C7_KF572265.1,,C7
C7_KF572266.1,C7_KF572266.1,LaJeunesse & Thornhill 2011,other,C7_KF572266.1,,C7
C7_KF572267.1,C7_KF572267.1,LaJeunesse & Thornhill 2011,other,C7_KF572267.1,,C7
C7_KF572268.1,C7_KF572268.1,LaJeunesse & Thornhill 2011,other,C7_KF572268.1,,C7
C7_KF572269.1,C7_KF572269.1,LaJeunesse & Thornhill 2011,other,C7_KF572269.1,,C7
C7_KF572270.1,C7_KF572270.1,LaJeunesse & Thornhill 2011,other,C7_KF572270.1,,C7
C7_KF572271.1,C7_KF572271.1,LaJeunesse & Thornhill 2011,other,C7_KF572271.1,,C7
C7a_KF572222.1,C7a_KF572222.1,LaJeunesse & Thornhill 2011,other,C7a_KF572222.1,,C7
C7a_KF572223.1,C7a_KF572223.1,LaJeunesse & Thornhill 2011,other,C7a_KF572223.1,,C7
C7a_KF572224.1,C7a_KF572224.1,LaJeunesse & Thornhill 2011,other,C7a_KF572224.1,,C7
C7a_KF572225.1,C7a_KF572225.1,LaJeunesse & Thornhill 2011,other,C7a_KF572225.1,,C7
C7a_KF572226.1,C7a_KF572226.1,LaJeunesse & Thornhill 2011,other,C7a_KF572226.1,,C7
C7a_KF572227.1,C7a_KF572227.1,LaJeunesse & Thornhill 2011,other,C7a_KF572227.1,,C7
C7a_KF572228.1,C7a_KF572228.1,LaJeunesse & Thornhill 2011,other,C7a_KF572228.1,,C7
C7a_KF572229.1,C7a_KF572229.1,LaJeunesse & Thornhill 2011,other,C7a_KF572229.1,,C7
C7a_KF572230.1,C7a_KF572230.1,LaJeunesse & Thornhill 2011,other,C7a_KF572230.1,,C7
C7a_KF572231.1,C7a_KF572231.1,LaJeunesse & Thornhill 2011,other,C7a_KF572231.1,,C7
C7a_KF572232.1,C7a_KF572232.1,LaJeunesse & Thornhill 2011,other,C7a_KF572232.1,,C7
C7a_KF572233.1,C7a_KF572233.1,LaJeunesse & Thornhill 2011,other,C7a_KF572233.1,,C7
C7a_KF572234.1,C7a_KF572234.1,LaJeunesse & Thornhill 2011,other,C7a_KF572234.1,,C7
C7a_KF572241.1,C7a_KF572241.1,LaJeunesse & Thornhill 2011,other,C7a_KF572241.1,,C7
C7a_KF572242.1,C7a_KF572242.1,LaJeunesse & Thornhill 2011,other,C7a_KF572242.1,,C7
C7a_KF572243.1,C7a_KF572243.1,LaJeunesse & Thornhill 2011,other,C7a_KF572243.1,,C7
C7a_KF572244.1,C7a_KF572244.1,LaJeunesse & Thornhill 2011,other,C7a_KF572244.1,,C7
C7a_KF572245.1,C7a_KF572245.1,LaJeunesse & Thornhill 2011,other,C7a_KF572245.1,,C7
C7a_KF572246.1,C7a_KF572246.1,LaJeunesse & Thornhill 2011,other,C7a_KF572246.1,,C7
C7c_KF572235.1,C7c_KF572235.1,LaJeunesse & Thornhill 2011,other,C7c_KF572235.1,,C7
C7c_KF572236.1,C7c_KF572236.1,LaJeunesse & Thornhill 2011,other,C7c_KF572236.1,,C7
C80_KF572188.1,C80_KF572188.1,LaJeunesse & Thornhill 2011,other,C80_KF572188.1,,C1
C87_KF572415.1,C87_KF572415.1,LaJeunesse & Thornhill 2011,other,C87_KF572415.1,,C3
C87_KF572416.1,C87_KF572416.1,LaJeunesse & Thornhill 2011,other,C87_KF572416.1,,C3
C87_KF572417.1,C87_KF572417.1,LaJeunesse & Thornhill 2011,other,C87_KF572417.1,,C3
C87_KF572418.1,C87_KF572418.1,LaJeunesse & Thornhill 2011,other,C87_KF572418.1,,C3
Cq_KF572338.1,Cq_KF572338.1,LaJeunesse & Thornhill 2011,other,Cq_KF572338.1,,C3
Cq_KF572339.1,Cq_KF572339.1,LaJeunesse & Thornhill 2011,other,Cq_KF572339.1,,C3
Cq_KF572340.1,Cq_KF572340.1,LaJeunesse & Thornhill 2011,other,Cq_KF572340.1,,C3
Cq_KF572341.1,Cq_KF572341.1,LaJeunesse & Thornhill 2011,other,Cq_KF572341.1,,C3
