parent,node,branch.length,label,Source,time
471,90,2.05E-06,C7_KF572254.1,Thornhil,na
477,97,0,C7_KF572255.1,Thornhil,na
476,99,2.05E-06,C7_KF572256.1,Thornhil,na
477,98,0,C7_KF572257.1,Thornhil,na
473,94,2.05E-06,C7_KF572258.1,Thornhil,na
474,95,2.05E-06,C7_KF572259.1,Thornhil,na
474,96,2.05E-06,C7_KF572260.1,Thornhil,na
478,101,0.01023961,C7_KF572261.1,Thornhil,na
481,102,0,C7_KF572262.1,Thornhil,na
480,104,2.05E-06,C7_KF572263.1,Thornhil,na
481,103,0,C7_KF572264.1,Thornhil,na
483,105,2.05E-06,C7_KF572265.1,Thornhil,na
482,107,0.002392571,C7_KF572266.1,Thornhil,na
483,106,2.05E-06,C7_KF572267.1,Thornhil,na
475,100,0.024333178,C7_KF572268.1,Thornhil,na
472,91,0,C7_KF572269.1,Thornhil,na
470,93,2.05E-06,C7_KF572270.1,Thornhil,na
472,92,0,C7_KF572271.1,Thornhil,na
446,63,2.05E-06,C7a_KF572222.1,Thornhil,na
451,71,0.005033195,C7a_KF572223.1,Thornhil,na
447,64,0.02636428,C7a_KF572224.1,Thornhil,na
447,65,0.002480861,C7a_KF572225.1,Thornhil,na
450,73,0.014961759,C7a_KF572226.1,Thornhil,na
445,66,0.012586857,C7a_KF572227.1,Thornhil,na
449,69,0.005375474,C7a_KF572228.1,Thornhil,na
451,72,0.002492367,C7a_KF572229.1,Thornhil,na
448,67,2.45E-06,C7a_KF572230.1,Thornhil,na
449,70,0.013355465,C7a_KF572231.1,Thornhil,na
453,74,2.05E-06,C7a_KF572232.1,Thornhil,na
454,75,2.05E-06,C7a_KF572233.1,Thornhil,na
454,76,2.05E-06,C7a_KF572234.1,Thornhil,na
466,84,2.05E-06,C7a_KF572241.1,Thornhil,na
468,87,0.00535453,C7a_KF572242.1,Thornhil,na
468,88,2.05E-06,C7a_KF572243.1,Thornhil,na
467,85,2.05E-06,C7a_KF572244.1,Thornhil,na
467,86,2.05E-06,C7a_KF572245.1,Thornhil,na
448,68,0.036671802,C7a_KF572246.1,Thornhil,na
457,80,2.05E-06,C7c_KF572235.1,Thornhil,na
457,81,0.00283059,C7c_KF572236.1,Thornhil,na
555,182,0.002533105,C80_KF572188.1,Thornhil,na
683,306,0,C87_KF572415.1,Thornhil,na
681,309,0.007686872,C87_KF572416.1,Thornhil,na
682,308,2.05E-06,C87_KF572417.1,Thornhil,na
683,307,0,C87_KF572418.1,Thornhil,na
397,24,0.010540237,Cq_KF572338.1,Thornhil,na
395,27,0.001358816,Cq_KF572339.1,Thornhil,na
397,25,0.008336388,Cq_KF572340.1,Thornhil,na
396,26,0.010620246,Cq_KF572341.1,Thornhil,na
413,414,2.05E-06,,NDF,na
471,472,2.05E-06,,NDF,na
476,477,2.05E-06,,NDF,na
480,481,2.05E-06,,NDF,na
495,514,2.05E-06,,NDF,na
546,547,2.05E-06,,NDF,na
641,642,2.05E-06,,NDF,na
642,643,0,,NDF,na
682,683,2.05E-06,,NDF,na
695,696,2.05E-06,,NDF,na
734,735,2.05E-06,,NDF,na
